rule_id,query_name,industry,objective,category,subcategory,source_query_syntax,apply_on,speaker_hint,required_groups,forbidden_terms,window_seconds,first_n_seconds_only,exclude_first_n_seconds,compiled_regex,notes,regex_flags
771,TD - Host Department,BCBSNC,Searches for calls transferred to host department,Transfer,Host Department,"HOST1=NOTLIKE(OR(""transfer you over to host department"",""transfer to the host department"",\
""transfer you over to the department they can handle out of state policy"",""out of state policy let me send you over"",\
""out of state policy i can get over"",""out of state policy let me see i can get you over""),\
""transfer you over different department"",""transfer you over that department"",""transfer you over"",\
""transfer you over appropriate department"",""transfer you over settle department"",""transfer you over right department"",\
""transfer you over benefit department"",""transfer you over member department"",\
""transfer to self department"",""transfer me over to that department that would let you know"",""transfer you over to a department"",\
""transfer you to another department"",""take him to the health department"",""transfer you to that department"",\
""transfer you over to the department that handle"")
HOST2=NOTLIKE(""get you over to host department"",""get you over to that department"",""get you transfer to the department"",\
""get you over to a coporate department"",""get you over yo human resource"")
NOT=OR(""Sales"",""cusomer service"",""wrong"",""correct"",""billing"")
HOST=OR(HOST1,HOST2)
RESULT=ANDNOT_10(HOST,NOT)
",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""transfer you over to host department"", ""transfer to the host department"", ""out of state policy let me send you over"", ""\""out of state policy i can get over"", ""out of state policy let me see i can get you over""], [""Sales"", ""cusomer service"", ""wrong"", ""correct"", ""billing""], [""HOST1"", ""HOST2""]]","[""get you over to host department"", ""get you over to that department"", ""get you transfer to the department"", ""\""get you over to a coporate department"", ""get you over yo human resource""]",,,,"^(?!.*get\s+you\s+over\s+to\s+host\s+department)(?!.*get\s+you\s+over\s+to\s+that\s+department)(?!.*get\s+you\s+transfer\s+to\s+the\s+department)(?!.*""get\s+you\s+over\s+to\s+a\s+coporate\s+department)(?!.*get\s+you\s+over\s+yo\s+human\s+resource)(?=.*(?:transfer\s+you\s+over\s+to\s+host\s+department|transfer\s+to\s+the\s+host\s+department|out\s+of\s+state\s+policy\s+let\s+me\s+send\s+you\s+over|""out\s+of\s+state\s+policy\s+i\s+can\s+get\s+over|out\s+of\s+state\s+policy\s+let\s+me\s+see\s+i\s+can\s+get\s+you\s+over))(?=.*(?:Sales|cusomer\s+service|wrong|correct|billing))(?=.*(?:HOST1|HOST2)).*$",,IGNORECASE
772,Transfer to Sales Department,BCBSNC,Searches for calls transferred to sales department,Transfer,Transfer to Sales Department,"SALES=NOTLIKE(OR(""transfer you to sales department"",""transfer you over to sales department"",\
""transfer you over to sales"",""get you contact with the sales department""),""transfer you over to that department"",""transfer you to the department"",\
""transfer you to different department"",""transfer you over to them"")

NOT=OR(""benefits"",""claims"",""billing"",""settle"",""health"")
RESULT=ANDNOT_10(SALES,NOT)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""transfer you to sales department"", ""transfer you over to sales department"", ""\""transfer you over to sales"", ""get you contact with the sales department""], [""benefits"", ""claims"", ""billing"", ""settle"", ""health""]]",[],,,,"^(?=.*(?:transfer\s+you\s+to\s+sales\s+department|transfer\s+you\s+over\s+to\s+sales\s+department|""transfer\s+you\s+over\s+to\s+sales|get\s+you\s+contact\s+with\s+the\s+sales\s+department))(?=.*(?:benefits|claims|billing|settle|health)).*$",,IGNORECASE
773,Transfer to Settle Department,BCBSNC,Searches for calls transferred to settle department,Transfer,Settle Department,"SETTLE=NOTLIKE(""need to transfer you to the settle department"",""transfer you to the sales department"",\
""transfer you over to sales department"",""transfer you to different department"",""transfer you to certain department"",\
""transfer you to the department"",""transfer you into that department"")
NOT=OR(""host"",""sales"",""dental"",""correct"",""right"")
RESULT=ANDNOT_5(SETTLE,NOT)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""host"", ""sales"", ""dental"", ""correct"", ""right""]]","[""need to transfer you to the settle department"", ""transfer you to the sales department"", ""\""transfer you over to sales department"", ""transfer you to different department"", ""transfer you to certain department"", ""\""transfer you to the department"", ""transfer you into that department""]",,,,"^(?!.*need\s+to\s+transfer\s+you\s+to\s+the\s+settle\s+department)(?!.*transfer\s+you\s+to\s+the\s+sales\s+department)(?!.*""transfer\s+you\s+over\s+to\s+sales\s+department)(?!.*transfer\s+you\s+to\s+different\s+department)(?!.*transfer\s+you\s+to\s+certain\s+department)(?!.*""transfer\s+you\s+to\s+the\s+department)(?!.*transfer\s+you\s+into\s+that\s+department)(?=.*(?:host|sales|dental|correct|right)).*$",,IGNORECASE
774,All Calls,BCBSMI,"Searches for ""All Calls""",Metadata,All Calls,"AllFiles = FIRST_20(OR( ""This query returns a hit for each and every file"", ""A quick brown fox jumps over the lazy zebra dog""))

#INVERT_FINAL_SCORE",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""A quick brown fox jumps over the lazy zebra dog""]]",[],,20,,^(?=.*(?:A\s+quick\s+brown\s+fox\s+jumps\s+over\s+the\s+lazy\s+zebra\s+dog)).*$,,IGNORECASE
775,BEM - Billing,BCBSMI,To find the calls related to billing.,Billing,Billing,"B1=OR(""the bill from"", ""I got another bill"", ""I got two bills"", ""I got some bills"", ""is billing us"", ""Billing it as a"",""billing error"",\
""Quarterly bill"",""monthly bill"",""billing period"",""billing notice"",""billing options"",""duplicate bill"",""i just received my bill"",\
""i have not received my bill yet"")

FINAL=NOTLIKE(B1, ""deductible"", ""Available"", ""Middle"", ""Medical"", ""Able"", ""Little confused"", ""Billing Address"", ""Billing Cycle"",\
""received my Explanation of benefit"",""they will refund you"",""not covered by B C B S"",""discover wellness"",\
""billing procedure code"",""billing office"",""billing code"",""should be able to find it"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""the bill from"", ""I got another bill"", ""I got two bills"", ""I got some bills"", ""is billing us"", ""Billing it as a"", ""billing error"", ""\""Quarterly bill"", ""monthly bill"", ""billing period"", ""billing notice"", ""billing options"", ""duplicate bill"", ""i just received my bill"", ""\""i have not received my bill yet""]]","[""B1"", ""deductible"", ""Available"", ""Middle"", ""Medical"", ""Able"", ""Little confused"", ""Billing Address"", ""Billing Cycle"", ""\""received my Explanation of benefit"", ""they will refund you"", ""not covered by B C B S"", ""discover wellness"", ""\""billing procedure code"", ""billing office"", ""billing code"", ""should be able to find it""]",,,,"^(?!.*B1)(?!.*deductible)(?!.*Available)(?!.*Middle)(?!.*Medical)(?!.*Able)(?!.*Little\s+confused)(?!.*Billing\s+Address)(?!.*Billing\s+Cycle)(?!.*""received\s+my\s+Explanation\s+of\s+benefit)(?!.*they\s+will\s+refund\s+you)(?!.*not\s+covered\s+by\s+B\s+C\s+B\s+S)(?!.*discover\s+wellness)(?!.*""billing\s+procedure\s+code)(?!.*billing\s+office)(?!.*billing\s+code)(?!.*should\s+be\s+able\s+to\s+find\s+it)(?=.*(?:the\s+bill\s+from|I\s+got\s+another\s+bill|I\s+got\s+two\s+bills|I\s+got\s+some\s+bills|is\s+billing\s+us|Billing\s+it\s+as\s+a|billing\s+error|""Quarterly\s+bill|monthly\s+bill|billing\s+period|billing\s+notice|billing\s+options|duplicate\s+bill|i\s+just\s+received\s+my\s+bill|""i\s+have\s+not\s+received\s+my\s+bill\s+yet)).*$",,IGNORECASE
776,BEM - Claim Paid,BCBSMI,To find the calls related to billing.,Claims,Claim Paid,"CP1=OR(""We paid"", ""Were paid at"", ""paid that incorrectly to the"", ""Payment was sent to the"")

FINAL=NOTLIKE(CP1, ""Premium was paid"", ""Can be located directly"", ""Directly under"", ""Directed to the"", ""Insurance that was paid"", \
""Have to pay that"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""We paid"", ""Were paid at"", ""paid that incorrectly to the"", ""Payment was sent to the""]]","[""CP1"", ""Premium was paid"", ""Can be located directly"", ""Directly under"", ""Directed to the"", ""Insurance that was paid"", ""\""Have to pay that""]",,,,"^(?!.*CP1)(?!.*Premium\s+was\s+paid)(?!.*Can\s+be\s+located\s+directly)(?!.*Directly\s+under)(?!.*Directed\s+to\s+the)(?!.*Insurance\s+that\s+was\s+paid)(?!.*""Have\s+to\s+pay\s+that)(?=.*(?:We\s+paid|Were\s+paid\s+at|paid\s+that\s+incorrectly\s+to\s+the|Payment\s+was\s+sent\s+to\s+the)).*$",,IGNORECASE
777,BEM - Combined Drug & Prescription,BCBSMI,Searches for Drug Coverage & Prescription,Prescription/Drug,Combined Drug & Prescription,"Drug=NOTLIKE(OR(""drug coverage"",""prescription drugs"",""injectible drugs"",\
""oral medication"",""r-x is prescription drug "",""prescription""),\
""benefits and eligibility"", ""check eligibility"",""members eligibility"", ""eligible charges"",""guarantee of payment"",\
""check coverage"",""check benefits"",""coverage code"",""eligibility requirements"",""dual coverage"",""you can say"",\
""copay and benefits"",""guide to benefits"",""co-ordination of benefits"",""please stay online"",\
""help for paying medicare plan"",""retro coverage"",""different coverage"",""evidence of coverage"",\
""he was covered"",""just the coverage"",""current coverage"",""date of coverage"",""continuation of coverage"",\
""chiro coverage"",""extra coverage"",""your coverage"",""federal coverage"",""coverage under cobra"",""secondary coverage"" ,\
""supplemental coverage"",""members health plan"",""certification"", ""identification"", ""verification"", ""notification"",\
""I have coverage"",""other coverage"",""no coverage"",""continuation of coverage"",""coverage"",""billing"",""description"")

Drug1=ANDNOT_10(Drug,""press one"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""drug coverage"", ""prescription drugs"", ""injectible drugs"", ""\""oral medication"", ""r-x is prescription drug"", ""prescription""]]",[],,,,"^(?=.*(?:drug\s+coverage|prescription\s+drugs|injectible\s+drugs|""oral\s+medication|r\-x\s+is\s+prescription\s+drug|prescription)).*$",,IGNORECASE
778,BEM - Deductible,BCBSMI,Searches calls for mentions of deductibles,Benefits,Deductible,"; Threshold = Custom

; Searches calls for mentions of deductibles
; Eliminates false positives
MSGS = OR(""coverage just say yes"", ""professional counseling"", ""with the health savings plan option"")

Deductible=ANDNOT_4(""deductible"", MSGS)

;Final query

Final= OR(""cost share"",""out of pocket"",Deductible)",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""coverage just say yes"", ""professional counseling"", ""with the health savings plan option""], [""cost share"", ""out of pocket"", ""Deductible""]]",[],,,,^(?=.*(?:coverage\s+just\s+say\s+yes|professional\s+counseling|with\s+the\s+health\s+savings\s+plan\s+option))(?=.*(?:cost\s+share|out\s+of\s+pocket|Deductible)).*$,,IGNORECASE
779,BEM - Doctor In Network,BCBSMI,To find the calls wherein Doctor/physician in-network is discussed.,Benefits,Doctor In Network,"DIN=OR(""doctors within network"", ""In network Doctors"", ""In network provider"")

FINAL=NOTLIKE(DIN, ""In network deductible"", ""Is out of network"", ""Blue care network"", ""In network services"", ""Out of pocket"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""doctors within network"", ""In network Doctors"", ""In network provider""]]","[""DIN"", ""In network deductible"", ""Is out of network"", ""Blue care network"", ""In network services"", ""Out of pocket""]",,,,^(?!.*DIN)(?!.*In\s+network\s+deductible)(?!.*Is\s+out\s+of\s+network)(?!.*Blue\s+care\s+network)(?!.*In\s+network\s+services)(?!.*Out\s+of\s+pocket)(?=.*(?:doctors\s+within\s+network|In\s+network\s+Doctors|In\s+network\s+provider)).*$,,IGNORECASE
780,BEM - File A Grievance,BCBSMI,Searches for calls where filing a grievance has been discussed,Claims,File A Grievance,"Qry=NOTLIKE(""file a grievance"", ""file a claim"",""resolve the reason for your call"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""file a grievance"", ""file a claim"", ""resolve the reason for your call""]]","[""file a grievance"", ""file a claim"", ""resolve the reason for your call""]",,,,^(?!.*file\s+a\s+grievance)(?!.*file\s+a\s+claim)(?!.*resolve\s+the\s+reason\s+for\s+your\s+call)(?=.*(?:file\s+a\s+grievance|file\s+a\s+claim|resolve\s+the\s+reason\s+for\s+your\s+call)).*$,,IGNORECASE
781,BEM - Find a Doctor,BCBSMI,Searches for calls that related to finding/locating a Doctor,Benefits,Find a Doctor,"Qry=OR(""find a doctor"", ""find a doctor and more"", ""find a doctor or hospital in my plan"",""find a doctor for them"",\
NOTLIKE(""locate a doctor"", ""look at a doctor"", ""will pay for the doctors charges"", ""will pay the doctor"", ""doctor""))

Final = NOTLIKE(Qry,""doctor's office"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""find a doctor"", ""find a doctor or hospital in my plan"", ""find a doctor for them""]]","[""locate a doctor"", ""look at a doctor"", ""will pay for the doctors charges"", ""will pay the doctor"", ""doctor"", ""Qry"", ""doctor's office""]",,,,^(?!.*locate\s+a\s+doctor)(?!.*look\s+at\s+a\s+doctor)(?!.*will\s+pay\s+for\s+the\s+doctors\s+charges)(?!.*will\s+pay\s+the\s+doctor)(?!.*doctor)(?!.*Qry)(?!.*doctor's\s+office)(?=.*(?:find\s+a\s+doctor|find\s+a\s+doctor\s+or\s+hospital\s+in\s+my\s+plan|find\s+a\s+doctor\s+for\s+them)).*$,,IGNORECASE
782,BEM - I Got A Letter,BCBSMI,Searches for calls where customer mention of receiving a letter,Claims,I Got A Letter,"Qry=OR(""I got a letter"", ""I get a letter from"")",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""I got a letter"", ""I get a letter from""]]",[],,,,^(?=.*(?:I\s+got\s+a\s+letter|I\s+get\s+a\s+letter\s+from)).*$,,IGNORECASE
783,BEM - In Network,BCBSMI,Searches for calls where In Network has been discussed,Benefits,In Network,"Qry=NOTFIRST_15(OR(NOTLIKE(""in network"",""its not working"",""out of network""),""Particpating""))",Full conversation text (timestamps & speaker labels allowed),No specific speaker constraint (match anywhere),"[[""in network"", ""its not working"", ""out of network"", ""Particpating""]]","[""in network"", ""its not working"", ""out of network""]",,,15,^(?!.*in\s+network)(?!.*its\s+not\s+working)(?!.*out\s+of\s+network)(?=.*(?:in\s+network|its\s+not\s+working|out\s+of\s+network|Particpating)).*$,,IGNORECASE
